drugName	cui	tty
Predate-50	drugBank00860	Brand_Names
Guanfacinum [INN-Latin]	drugBank01018	Synonyms
5'-dTMP	drugBank01643	Synonyms
Tirofiban [BAN:INN]	drugBank00775	Brand_Names
Folsan	drugBank00158	Brand_Names
nadolol	drugBank01203	RxList_Link
Nilverm base	drugBank00848	Brand_Names
Tisiodrazida	drugBank00316	Brand_Names
Rifagen	drugBank01045	Brand_Names
Nervonus	drugBank00371	Brand_Names
Valmid	drugBank01031	Brand_Names
Sigacora	drugBank01020	Brand_Names
6-O-Phosphoryl Inosine Monophosphate	drugBank03510	Generic_Name
Tranquilsan	drugBank00371	Brand_Names
Raloxifenum [Latin]	drugBank00481	Synonyms
Buco-D	drugBank00153	Brand_Names
Nifelat	drugBank01115	Brand_Names
Decortin	drugBank00635	Brand_Names
Protolipan	drugBank01039	Brand_Names
Sulphabutin	drugBank01008	Synonyms
Amyl nitrosum	drugBank01612	Synonyms
Astemisan	drugBank00637	Brand_Names
Molgramostin	drugBank00020	Synonyms
Fluorotryptophane	drugBank03314	Generic_Name
Hipnax	drugBank01595	Brand_Names
&Delta;9-tetrahydrocannabinol	drugBank00470	Brand_Names
Thioseptal	drugBank00891	Brand_Names
Lucorteum Sol	drugBank00396	Brand_Names
AG-EE 623 ZW	drugBank00912	Synonyms
S-Adenosyl-L-Homoselenocysteine	drugBank03423	Generic_Name
Pfizerpen G	drugBank01053	Brand_Names
Butarecbon	drugBank00812	Brand_Names
Trihexane	drugBank00376	Brand_Names
Bretylium tosylate	drugBank01158	Synonyms
Dorbane	drugBank04816	Brand_Names
Insulin glargine	drugBank00047	Synonyms
4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide	drugBank03307	Generic_Name
Diphenidol HCl	drugBank01231	Synonyms
Plivit A	drugBank00162	Brand_Names
Vivelle	drugBank00783	Brand_Names
Zilactin-L	drugBank00281	Brand_Names
Midodrine	drugBank00211	Generic_Name
Dyestrol	drugBank00255	Brand_Names
Biofuracina	drugBank00336	Brand_Names
Solvocin	drugBank00759	Brand_Names
Propoxyphene	drugBank00647	Generic_Name
Novahistex DM	drugBank00514	Brand_Names
Metamizol	drugBank04817	Synonyms
Racemorfano [INN-Spanish]	drugBank00854	Synonyms
Rocuronium bromide	drugBank00728	Brand_Names
Pentacarinat	drugBank00738	Brand_Names
Sulphamethyltiadiazole	drugBank00576	Brand_Names
Cyclosporin A	drugBank00091	Synonyms
Neozine	drugBank01403	Brand_Names
Decaprednil	drugBank00860	Brand_Names
silversulf	drugBank05245	RxList_Link
Xantivent	drugBank00277	Brand_Names
Vetamox	drugBank00819	Brand_Names
Pentothal	drugBank00599	Synonyms
5,10-Methylene-6-Hydrofolic Acid	drugBank02301	Generic_Name
Kalipoz	drugBank00761	Brand_Names
PD150606	drugBank02570	Generic_Name
Chlormezanonum [INN-Latin]	drugBank01178	Synonyms
Quazium	drugBank01589	Brand_Names
Mitoxantrona [INN-Spanish]	drugBank01204	Synonyms
(South)-Methanocarba-Thymidine	drugBank02921	Generic_Name
BAL4079	drugBank00523	Synonyms
L-methamphetamine	drugBank01577	Synonyms
Temozolomide	drugBank00853	Generic_Name
Sotret	drugBank00755	Brand_Names
[1-HYDROXY-3-(METHYL-PENTYL-AMINO)-1-PHOSPHONO-PROPYL]-PHOSPHONIC ACID	drugBank04635	Generic_Name
Cholestat	drugBank00641	Brand_Names
IL-2	drugBank00041	Synonyms
Sulfasan	drugBank00263	Brand_Names
Adiuretin	drugBank00035	Brand_Names
Bepotastine besilate	drugBank04890	Synonyms
Tricho-Gynaedron	drugBank00916	Brand_Names
Amantidine	drugBank00915	Synonyms
Ranidin	drugBank00863	Brand_Names
Monododecyl sodium sulfate	drugBank00815	Synonyms
Cholinergic Agonists	drugBank00411	Drug_Category
Gagexyl	drugBank00371	Brand_Names
N-ACETYLHISTAMINE	drugBank04622	Generic_Name
Phenoxymethylpenicillinic Acid Potassium Salt	drugBank00417	Synonyms
Norepinephrine	drugBank00368	Generic_Name
Pasnodia	drugBank00233	Brand_Names
Ansaid	drugBank00712	Brand_Names
Deticene	drugBank00851	Brand_Names
Equilin	drugBank02187	Generic_Name
Policort	drugBank01234	Brand_Names
Iramil	drugBank00458	Brand_Names
Sulfatide	drugBank04780	Generic_Name
Adenylosuccinic Acid	drugBank04418	Generic_Name
Adphen	drugBank01579	Brand_Names
Histabutyzine	drugBank00354	Brand_Names
Di-Lan	drugBank00252	Brand_Names
Bristaciclin	drugBank00759	Brand_Names
Ulcofalk	drugBank00501	Brand_Names
1-Benzyloxycarbonylamino-2-Phenyl-Ethyl)-{2-[1-Carbamoyl-2-(1h-Indol-3-Yl)-Ethylcarbamoyl]-5-Phenyl-Pentyl}-Phosphinic Acid	drugBank04318	Generic_Name
Bonbrain	drugBank01041	Brand_Names
Cefaloto	drugBank00567	Brand_Names
Sulfinpyrazine	drugBank01138	Synonyms
Fiurox aerosol powder	drugBank00614	Brand_Names
Vianin	drugBank00406	Brand_Names
DL-Hyoscyamine	drugBank00572	Synonyms
Irinotecan	drugBank00762	Generic_Name
5-Methoxybenzimidazole	drugBank04130	Generic_Name
Famos	drugBank00927	Brand_Names
R-P Mycin	drugBank00199	Brand_Names
Diluran	drugBank00819	Brand_Names
Vitaplex N	drugBank00627	Brand_Names
Amoxil	drugBank01060	Brand_Names
Actinomycin Aiv	drugBank00970	Brand_Names
Cefracycline	drugBank00759	Brand_Names
Pefloxacino [INN-Spanish]	drugBank00487	Brand_Names
Furaskin	drugBank00336	Brand_Names
1,5,10-Triazadecane	drugBank03566	Synonyms
prampex	drugBank00413	RxList_Link
'5'-O-(N-(L-Prolyl)-Sulfamoyl)Adenosine	drugBank02510	Generic_Name
Soriatane	drugBank00459	Brand_Names
Flubenisolone	drugBank00443	Brand_Names
Phemitone	drugBank00849	Brand_Names
(R)-4-Amino-Isoxazolidin-3-One	drugBank03123	Generic_Name
Antibiotics, Antifungal	drugBank00362	Drug_Category
Monoclate-P	drugBank00025	Brand_Names
BOC-GAMMA-D-GLU-L-LYS(CBZ)-D-BOROALA	drugBank04647	Generic_Name
Atirozidina	drugBank00389	Brand_Names
N(6)-(1,2-dicarboxyethyl)-AMP	drugBank04418	Synonyms
Arsenic trioxide	drugBank01169	Generic_Name
Emcor	drugBank00612	Brand_Names
Diphenhydrinate	drugBank00985	Synonyms
Star Dust	drugBank00907	Synonyms
alamast	drugBank00885	RxList_Link
Bentyl	drugBank00804	Brand_Names
Etomidic acid	drugBank00292	Synonyms
Uvilon	drugBank00592	Brand_Names
Dihydergot	drugBank00320	Brand_Names
S-Benzyl-Glutathione	drugBank03602	Generic_Name
Nafrine	drugBank00935	Brand_Names
Alfadil	drugBank00590	Brand_Names
Vibazine Hydrochloride	drugBank00354	Synonyms
Theograd	drugBank00277	Brand_Names
Aggrenox	drugBank00975	Brand_Names
fondaparinux sodium	drugBank00569	Brand_Names
Sulfapyrazinemethoxyne	drugBank00664	Brand_Names
Uticillin Vk	drugBank00417	Brand_Names
Grepafloxacin	drugBank00365	Generic_Name
Codiazine	drugBank00359	Brand_Names
Mesoridazine	drugBank00933	Generic_Name
Adrenohorma	drugBank00668	Brand_Names
Dideoxyinosine	drugBank00900	Synonyms
Alti-Acyclovir	drugBank00787	Brand_Names
Gynorest	drugBank00378	Brand_Names
Ribamide	drugBank00811	Brand_Names
3-Methoxybenzamide	drugBank03073	Generic_Name
Nevin	drugBank00951	Brand_Names
RCRA waste number P076	drugBank00435	Brand_Names
Dicoumarol	drugBank00266	Synonyms
Adonal	drugBank01174	Brand_Names
Indomo	drugBank00328	Brand_Names
Romozin	drugBank00197	Brand_Names
Sulfadoxine	drugBank01299	Generic_Name
Vitamin D4	drugBank01070	Synonyms
Epi EZ Pen Jr	drugBank00668	Brand_Names
Sigmacort	drugBank00741	Brand_Names
Thibenzole att	drugBank00730	Brand_Names
Upixon	drugBank00592	Brand_Names
N-acetyl-S-methylhomocysteine	drugBank01646	Brand_Names
4-Dimethylaminoantipyrine	drugBank01424	Synonyms
Apozepam	drugBank00829	Brand_Names
Hydroxine	drugBank00557	Synonyms
Ethylpyrimidine	drugBank00205	Synonyms
Aftate for athlete's foot aerosol spray liquid	drugBank00525	Brand_Names
Ranuber	drugBank00863	Brand_Names
Dadibutol	drugBank00330	Brand_Names
Tri-Chloro-Acetaldehyde	drugBank02650	Generic_Name
Macpac	drugBank00698	Brand_Names
Methylofenidan	drugBank00422	Brand_Names
Pravastatine [French]	drugBank00175	Synonyms
D-Methionine	drugBank02893	Generic_Name
(S)-2-(4-Nitrophenyl)oxirane	drugBank04782	Synonyms
Meprobam	drugBank00371	Brand_Names
Butoconazole nitrate	drugBank00639	Synonyms
Flaxain	drugBank00140	Brand_Names
Immobilon	drugBank01497	Brand_Names
Floropryl	drugBank00677	Brand_Names
Supranephrane	drugBank00668	Brand_Names
SULFOGALACTOCERAMIDE	drugBank04780	Synonyms
Levobren	drugBank00391	Brand_Names
Bartman	drugBank04829	Synonyms
Dimenest	drugBank00985	Brand_Names
Pralidoxime	drugBank00733	Generic_Name
Metolazone	drugBank00524	Generic_Name
daptomycin	drugBank00080	Synonyms
Mabertin	drugBank00231	Brand_Names
Sinapoyl Coenzyme A	drugBank03179	Generic_Name
Monagyl	drugBank00916	Brand_Names
Diamox Sequels	drugBank00819	Brand_Names
dantrolene	drugBank01219	RxList_Link
Theoclear LA	drugBank00277	Brand_Names
S-Sulphocysteine	drugBank04370	Synonyms
Pargyline	drugBank01626	Generic_Name
Delta Cortelan	drugBank00635	Brand_Names
Delormetazepam	drugBank00186	Brand_Names
Furantoin	drugBank00698	Brand_Names
Isomytal	drugBank01351	Brand_Names
Indorektal	drugBank00328	Brand_Names
Coroval	drugBank00381	Brand_Names
HSDB 223	drugBank00259	Brand_Names
Protangix	drugBank00975	Brand_Names
Sperm surface protein PH-20	drugBank00070	Synonyms
4-Aminophthalhydrazide	drugBank02041	Generic_Name
Zefazone	drugBank00274	Brand_Names
D-Biotin	drugBank00121	Synonyms
Virazole	drugBank00811	Brand_Names
Teniposide	drugBank00444	Generic_Name
Genticid	drugBank00406	Brand_Names
Trosyd J	drugBank01007	Brand_Names
Antapentan	drugBank01579	Brand_Names
Diuretics	drugBank00214	Drug_Category
D-1-Phenyl-2-methylaminopropane	drugBank01577	Synonyms
Rocephin	drugBank01112	Brand_Names
Dextromethorphan	drugBank00514	Generic_Name
Proheptadiene	drugBank00321	Brand_Names
Diatrizoic acid	drugBank00271	Synonyms
Acetylureum	drugBank01121	Brand_Names
pindolol	drugBank00960	RxList_Link
Mebenoazole	drugBank00643	Brand_Names
SK-Bamate	drugBank00371	Brand_Names
Riboflavin Monophosphate	drugBank03247	Generic_Name
Dichlorotride	drugBank00999	Brand_Names
fluraz	drugBank00690	RxList_Link
Promyrtil	drugBank00370	Brand_Names
arranon	drugBank01280	RxList_Link
Recitensina	drugBank01180	Brand_Names
Sal digestnum sylvii	drugBank00761	Brand_Names
Tikofuran	drugBank00614	Brand_Names
2-(2-{2-[2-(2-Methoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol	drugBank02042	Generic_Name
Femara	drugBank01006	Brand_Names
Kesso-Bamate	drugBank00371	Brand_Names
ciclopirox	drugBank01188	Synonyms
Nasalcrom	drugBank01003	Brand_Names
Fentanila [INN-Spanish]	drugBank00813	Synonyms
Novotrone	drugBank01145	Brand_Names
Tiempe	drugBank00440	Brand_Names
Co-Rax	drugBank00682	Brand_Names
Ortho Malathion	drugBank00772	Brand_Names
Peridinin	drugBank03001	Generic_Name
Ambodryl	drugBank01075	Brand_Names
Empicol LXV	drugBank00815	Brand_Names
Hydrasson	drugBank00741	Brand_Names
Bickie-mol	drugBank00316	Brand_Names
Sulfamethizole	drugBank00576	Generic_Name
Danantizol	drugBank00763	Brand_Names
2-Deazo-6-Thiophosphate Guanosine-5'-Monophosphate	drugBank03146	Generic_Name
16,17-Androstene-3-Ol	drugBank01889	Generic_Name
Glyceryl trinitrate	drugBank00727	Synonyms
Thalomid	drugBank01041	Brand_Names
dival	drugBank00510	RxList_Link
Cloramfen	drugBank00446	Brand_Names
Deoxy-Bigchap	drugBank01890	Generic_Name
2-Carboxyphenol	drugBank00936	Synonyms
Monobenzon	drugBank00600	Brand_Names
tacrolimus hydrate	drugBank00864	Synonyms
Deltacortril Enteric	drugBank00860	Brand_Names
8-Iodo-Guanine	drugBank02985	Generic_Name
Moscarda	drugBank00772	Brand_Names
2-Ethylamino-3-phenyl-norcamphane hydrochloride	drugBank01463	Synonyms
Coumefene	drugBank00682	Brand_Names
Nezeril	drugBank00935	Brand_Names
Candex	drugBank00646	Brand_Names
Diclo-Puren	drugBank00586	Brand_Names
Vapreotida [INN-Spanish]	drugBank04894	Synonyms
2-Aminoethanesulfonic Acid	drugBank01956	Generic_Name
Lonolox	drugBank00350	Brand_Names
Dumitone	drugBank00250	Brand_Names
Basen	drugBank04878	Brand_Names
Inizid	drugBank00951	Brand_Names
Cabello	drugBank00907	Synonyms
Gestapuran	drugBank00603	Brand_Names
Genoptic S.O.P.	drugBank00798	Brand_Names
Innovar-Vet	drugBank00450	Brand_Names
Nisoldipin	drugBank00401	Synonyms
7-Nitro-5-phenyl-2,3-dihydro-1H-1,4-benzodiazepin-2-one	drugBank01595	Synonyms
Chlora-Tabs	drugBank00446	Brand_Names
biperiden	drugBank00810	RxList_Link
defibrotide	drugBank04932	Synonyms
K-Lyte/Cl	drugBank00761	Brand_Names
Buspar	drugBank00490	Brand_Names
Phenoturic	drugBank01174	Brand_Names
Cystein-S-Yl Cacodylate	drugBank03676	Generic_Name
dl-Tetramisol	drugBank00848	Synonyms
Tricowas B	drugBank00916	Brand_Names
Germanin	drugBank04786	Brand_Names
Reginon	drugBank00937	Brand_Names
Dagenan	drugBank00891	Brand_Names
Sloprolol	drugBank00571	Brand_Names
3,4-Dihydro-5-Methyl-Isoquinolinone	drugBank03722	Generic_Name
4-Phospho-D-Erythronate	drugBank03108	Generic_Name
Arachidonic Acid	drugBank04557	Generic_Name
teraz	drugBank01162	RxList_Link
Clofedianolo [italian]	drugBank04837	Synonyms
Sudafed	drugBank00852	Brand_Names
5-Bromo-2'-Deoxyuridine-5'-Monophosphate	drugBank01903	Generic_Name
Carxamin	drugBank00302	Brand_Names
Kalium Durules	drugBank00761	Brand_Names
Sequinan	drugBank00734	Brand_Names
Adrenal	drugBank00668	Brand_Names
Tuberoid	drugBank00609	Brand_Names
(11E)-OCTADEC-11-ENOIC ACID	drugBank04801	Generic_Name
Acavyl	drugBank00266	Brand_Names
Adronat	drugBank00630	Brand_Names
Tenolol	drugBank00335	Brand_Names
O2-Sulfo-Glucuronic Acid	drugBank02264	Generic_Name
DPN+	drugBank00157	Synonyms
Saquinavir Mesylate	drugBank01232	Synonyms
Serotonin Uptake Inhibitors	drugBank00176	Drug_Category
Scandicaine	drugBank00961	Brand_Names
Testosterone Enanthate	drugBank00624	Synonyms
Nifebene	drugBank01115	Brand_Names
Amvaz	drugBank00381	Brand_Names
Sernylan	drugBank03575	Synonyms
LY-139481	drugBank00481	Synonyms
Moxalactam Derivative	drugBank02588	Generic_Name
3-(2-hydroxyphenyl)acrylic acid	drugBank01650	Synonyms
Misoprostolum [INN-Latin]	drugBank00929	Synonyms
Corisol	drugBank00668	Brand_Names
Hydroxypropyl cellulose	drugBank00840	Generic_Name
Isonorene	drugBank01064	Brand_Names
Vasotrate	drugBank01020	Brand_Names
Antigall	drugBank01586	Brand_Names
Nicorette	drugBank00184	Brand_Names
Trigot	drugBank01049	Brand_Names
Ethanethiolamine	drugBank00847	Synonyms
Berkolol	drugBank00571	Brand_Names
(1r)-4-[(1e,3e,5e,7z,9e,11z,13e,15e)-17-Hydroxy-3,7,12,16-Tetramethylheptadeca-1,3,5,7,9,11,13,15-Octaen-1-Yl]-3,5,5-Trimethylcyclohex-3-En-1-Ol	drugBank02253	Generic_Name
Bosmin	drugBank00668	Brand_Names
JS5	drugBank04718	Synonyms
Furaloid	drugBank00698	Brand_Names
6-(4-Difluoromethoxy-3-Methoxy-Phenyl)-2h-Pyridazin-3-One	drugBank02918	Generic_Name
Certican	drugBank01590	Brand_Names
Fludrocortisone	drugBank00687	Generic_Name
Nicorette Plus	drugBank00184	Brand_Names
Ganite	drugBank05260	Brand_Names
Macrodiol	drugBank00783	Brand_Names
Dea No. 9170	drugBank01081	Synonyms
Ergont	drugBank00320	Brand_Names
Butazonic	drugBank03585	Brand_Names
Mivacurium	drugBank01226	Generic_Name
Aiglonyl	drugBank00391	Brand_Names
Mylaxen	drugBank00941	Brand_Names
Dormalin	drugBank01589	Brand_Names
Coumaphene	drugBank00682	Brand_Names
Difenidol hydrochloride	drugBank01231	Synonyms
Cimitidine	drugBank00257	Brand_Names
Asbron	drugBank00277	Brand_Names
3-Isoleucyl vasopressin	drugBank00067	Synonyms
AntiCD3	drugBank00075	Synonyms
Sostril	drugBank00863	Brand_Names
Betnelan	drugBank00443	Brand_Names
Theolix	drugBank00277	Brand_Names
5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide	drugBank03288	Generic_Name
N(g),N(g)-dimethyl-l-arginine	drugBank01686	Synonyms
V-Sul	drugBank00263	Brand_Names
Butylpyrin	drugBank00812	Brand_Names
Spiromak forte	drugBank01294	Brand_Names
Siqualine	drugBank00623	Brand_Names
Streptomycin Sulphate	drugBank01082	Synonyms
Malonyl-Coenzyme A	drugBank04524	Generic_Name
Milecitan	drugBank01008	Brand_Names
Lansoprazolum [INN-Latin]	drugBank00448	Brand_Names
Hydac	drugBank01023	Brand_Names
Eurax Cream	drugBank00265	Brand_Names
6-(Adenosine Tetraphosphate-Methyl)-7,8-Dihydropterin	drugBank04158	Generic_Name
Methylthioinosine	drugBank02896	Generic_Name
Calmadin	drugBank00371	Brand_Names
Estilben	drugBank00255	Brand_Names
Prontalbin	drugBank00259	Brand_Names
Cefmetazole sodium	drugBank00274	Synonyms
N-(5-methyl-5,6,7,8-tetrahydropteroyl)-L-glutamic acid	drugBank04789	Synonyms
Metazalone	drugBank00660	Synonyms
Benadon	drugBank00165	Brand_Names
Lipsin	drugBank01039	Brand_Names
L-Deprenalin	drugBank01037	Synonyms
Delepsine	drugBank00313	Brand_Names
Quinercyl	drugBank00608	Brand_Names
Propanosedyl	drugBank00874	Brand_Names
Arusal	drugBank00395	Brand_Names
pedgenta	drugBank00798	RxList_Link
Aztrin	drugBank00207	Brand_Names
Invigan	drugBank00927	Brand_Names
Aptol Duriles	drugBank00866	Brand_Names
Propionic acid derivatives	drugBank00573	Drug_Category
Bactin	drugBank00440	Brand_Names
S-(Methylmercury)-L-Cysteine	drugBank02750	Generic_Name
Glytuss	drugBank00874	Brand_Names
Alpronax	drugBank00404	Brand_Names
Quaname	drugBank00371	Brand_Names
Methyl Violet 10BN	drugBank00406	Brand_Names
Pyridoxal-5P	drugBank00114	Synonyms
5-Fluorolevulinic Acid	drugBank02828	Generic_Name
Micatin	drugBank01110	Brand_Names
Etambutol [INN-Spanish]	drugBank00330	Synonyms
Paraspen	drugBank00316	Brand_Names
Folic Acid Antagonists	drugBank00205	Drug_Category
2'-DEOXY-5-FORMYLCYTIDINE-5'-MONOPHOSPHATE	drugBank04603	Generic_Name
Dextromoramide	drugBank01529	Generic_Name
Antineutropenic Agents	drugBank00019	Drug_Category
4-Methoxy-2-hydroxybenzophenone	drugBank01428	Synonyms
Hydrocortisone	drugBank00741	Generic_Name
Dynacirc CR	drugBank00270	Brand_Names
Cephalexin monohydrate	drugBank00567	Synonyms
Tesalon	drugBank00868	Brand_Names
Oxidized Coenzyme A	drugBank01846	Generic_Name
Viton	drugBank00431	Brand_Names
Edenal	drugBank00371	Brand_Names
2-(6-Chloro-9H-carbazol-2-yl)propanoic acid	drugBank00821	Synonyms
Soseton	drugBank00652	Brand_Names
Lopac-N-1392	drugBank04820	Synonyms
Follicular Hormone	drugBank00655	Brand_Names
1-Ethyl-Pyrrolidine-2,5-Dione	drugBank01902	Generic_Name
Rutin	drugBank01698	Generic_Name
Anastrole	drugBank01217	Brand_Names
Opthia	drugBank06285	Brand_Names
abatacept	drugBank01281	Synonyms
Warfarin sodium	drugBank00682	Synonyms
Phentermine	drugBank00191	Generic_Name
Arabinosyl-Atp	drugBank00194	Synonyms
EHDP	drugBank01077	Synonyms
Genlip	drugBank01241	Brand_Names
Peptidin	drugBank00927	Brand_Names
Lopurin	drugBank00437	Brand_Names
phenbarb	drugBank01174	RxList_Link
Dehydag sulfate GL emulsion	drugBank00815	Brand_Names
Benylin DM for Children 12 Hour	drugBank00514	Brand_Names
3,3'-[(1,6-dioxohexane-1,6-diyl)diimino]bis(2,4,6-triiodobenzoic acid)	drugBank04711	Synonyms
Chloro-8-hydroxyiodoquinoline	drugBank04815	Synonyms
Monopotassium chloride	drugBank00761	Synonyms
Ampicillin Base	drugBank00415	Synonyms
Antibacterial Agents	drugBank00303	Drug_Category
Axuris	drugBank00406	Brand_Names
Vinorelbine	drugBank00361	Generic_Name
Dispermine	drugBank00592	Brand_Names
Nioform	drugBank04815	Brand_Names
Vederon	drugBank00951	Brand_Names
Basic Violet 3	drugBank00406	Brand_Names
Rhinocort Aqua	drugBank01222	Brand_Names
Pefloxacin [INN-French]	drugBank00487	Brand_Names
Novo-meloxicam	drugBank00814	Brand_Names
Penapar-Vk	drugBank00417	Brand_Names
Dezocinum [INN-Latin]	drugBank01209	Synonyms
Salinex	drugBank00695	Brand_Names
Synkavite	drugBank00170	Brand_Names
Nicotamin	drugBank00627	Brand_Names
Ergoloid mesylate	drugBank01049	Generic_Name
Isoglaucon	drugBank00575	Brand_Names
Tyloxapol	drugBank06439	Generic_Name
Abomacetin	drugBank00199	Brand_Names
Xagrid	drugBank00261	Brand_Names
Nexium	drugBank00736	Brand_Names
Psychotropic Drugs	drugBank00470	Drug_Category
Beta-2	drugBank00221	Brand_Names
Naftifine HCl	drugBank00735	Brand_Names
Hormone Replacement Agents	drugBank00010	Drug_Category
Disalcid	drugBank01399	Brand_Names
Bernice	drugBank00907	Synonyms
Dactinomycin	drugBank00970	Generic_Name
Prozac Weekly	drugBank00472	Brand_Names
N-Methyl-2-phenylsuccinimide	drugBank00832	Brand_Names
Butoconazole	drugBank00639	Generic_Name
Mephetedrine	drugBank01365	Synonyms
Betamethasone Valerate	drugBank00443	Brand_Names
Levo-Alphacetylmethadol	drugBank01227	Synonyms
Anorexigenic Agents	drugBank00191	Drug_Category
D-Glycero-D-Mannopyranose-7-Phosphate	drugBank02470	Generic_Name
Recombinant Consensus Interferon	drugBank00069	Synonyms
Aldoclor	drugBank00880	Brand_Names
PRDL	drugBank00860	Synonyms
Onco TCS	drugBank00541	Brand_Names
Solfoton	drugBank01174	Brand_Names
Butone	drugBank00812	Brand_Names
Ampicilina [INN-Spanish]	drugBank00415	Synonyms
N-Hexylphosphonate Ethyl Ester	drugBank04321	Generic_Name
